binary_splits,confidence_factor,config_laplace,depth,leaves,min_num_obj,nodes,num_folds,precision,reduced_error_pruning,save_instance_data,subtree_raising,tree_size,unpruned
True,0.6,True,10,29.0,2,22,,78.5366,False,False,False,57.0,False
False,,True,3,26.0,5,4,7.0,67.8049,True,True,False,31.0,False
True,,True,4,9.0,9,5,3.0,55.6098,True,True,True,17.0,False
False,,False,7,47.0,1,10,7.0,69.7561,True,True,False,62.0,False
True,0.2,True,7,11.0,8,5,,68.7805,False,True,False,21.0,False
False,,False,6,38.0,6,7,,72.1951,False,False,False,52.0,True
False,,True,3,26.0,9,3,7.0,60.9756,True,False,True,31.0,False
False,,True,6,37.0,3,6,2.0,67.8049,True,False,False,48.0,False
True,,True,9,12.0,6,7,7.0,61.9512,True,True,True,23.0,False
True,0.7,True,8,18.0,5,11,,65.3659,False,True,True,35.0,False
False,,True,4,30.0,3,6,3.0,66.3415,True,False,True,38.0,False
True,0.8,False,8,18.0,4,13,,69.2683,False,True,False,35.0,False
False,,False,4,8.0,9,4,3.0,56.0976,True,False,False,15.0,False
True,,False,6,12.0,9,6,,69.2683,False,False,False,23.0,True
True,0.1,True,8,15.0,7,9,,69.2683,False,True,False,29.0,False
True,,True,12,24.0,2,18,6.0,69.2683,True,False,False,47.0,False
False,,True,6,38.0,6,7,,72.1951,False,False,False,52.0,True
False,0.6,False,6,38.0,6,7,,72.1951,False,False,True,52.0,False
False,0.4,True,6,34.0,6,7,,71.2195,False,False,False,47.0,False
False,,False,6,35.0,4,7,5.0,67.8049,True,False,True,49.0,False
False,0.6,False,6,62.0,5,9,,72.1951,False,False,False,80.0,False
False,0.5,True,6,37.0,5,8,,70.2439,False,False,False,53.0,False
False,,True,4,29.0,7,4,4.0,66.3415,True,False,False,37.0,False
True,0.2,False,7,11.0,8,5,,68.7805,False,False,True,21.0,False
False,,False,6,31.0,2,4,8.0,74.1463,True,True,True,41.0,False
True,0.5,True,8,18.0,5,11,,66.3415,False,False,False,35.0,False
True,0.5,False,8,15.0,7,9,,69.7561,False,False,True,29.0,False
True,,True,9,18.0,1,12,5.0,70.2439,True,True,True,35.0,False
False,0.8,False,5,31.0,8,5,,72.1951,False,True,True,41.0,False
False,0.2,False,7,49.0,2,10,,81.9512,False,True,True,69.0,False
False,0.1,False,6,34.0,7,7,,71.2195,False,True,True,47.0,False
False,0.9,False,7,71.0,4,10,,71.7073,False,True,True,90.0,False
True,,True,5,8.0,7,4,3.0,57.561,True,False,False,15.0,False
True,,False,4,6.0,9,3,8.0,64.878,True,False,False,11.0,False
True,0.8,False,8,18.0,4,13,,69.2683,False,False,False,35.0,False
False,,False,4,29.0,6,4,4.0,65.8537,True,True,True,37.0,False
False,,False,4,30.0,3,6,7.0,68.2927,True,False,True,39.0,False
True,0.6,False,10,29.0,2,22,,78.5366,False,True,False,57.0,False
True,,True,4,9.0,9,5,3.0,55.6098,True,True,False,17.0,False
False,,False,3,28.0,2,5,4.0,71.2195,True,False,False,35.0,False
False,0.7,False,7,65.0,2,12,,84.3902,False,False,True,88.0,False
True,0.8,True,8,19.0,4,14,,69.2683,False,False,True,37.0,False
True,0.9,True,7,13.0,8,7,,69.7561,False,False,False,25.0,False
False,0.5,True,7,79.0,1,14,,82.9268,False,True,False,104.0,False
True,,True,7,13.0,6,8,6.0,64.878,True,False,True,25.0,False
False,0.6,False,6,37.0,6,6,,72.1951,False,False,False,50.0,False
True,0.6,False,7,13.0,8,7,,69.7561,False,True,True,25.0,False
True,,True,10,15.0,4,10,9.0,61.4634,True,True,False,29.0,False
False,,True,3,27.0,9,3,8.0,66.8293,True,True,True,33.0,False
False,,False,6,74.0,2,6,2.0,70.2439,True,False,False,87.0,False
False,,False,3,27.0,9,3,4.0,57.0732,True,True,True,33.0,False
False,0.3,True,6,34.0,6,7,,70.7317,False,False,True,47.0,False
False,0.5,True,5,31.0,8,5,,71.2195,False,True,True,41.0,False
False,,True,7,51.0,2,5,9.0,69.2683,True,False,False,61.0,False
False,,True,4,26.0,9,3,6.0,61.9512,True,False,True,31.0,False
True,,True,5,9.0,8,4,7.0,57.561,True,False,True,17.0,False
True,,True,6,11.0,7,5,6.0,66.3415,True,True,True,21.0,False
False,,True,4,30.0,3,6,7.0,67.8049,True,True,False,39.0,False
True,,False,12,23.0,1,19,2.0,69.2683,True,False,False,45.0,False
False,,True,7,47.0,1,10,7.0,69.7561,True,False,False,62.0,False
True,,True,8,14.0,4,10,6.0,66.3415,True,True,False,27.0,False
True,,False,6,10.0,5,6,2.0,59.5122,True,False,False,19.0,False
True,0.6,True,12,39.0,1,30,,82.439,False,False,False,77.0,False
True,0.5,True,7,14.0,6,9,,65.8537,False,False,False,27.0,False
False,,True,4,28.0,5,4,8.0,70.2439,True,False,False,35.0,False
False,,True,4,28.0,8,4,5.0,61.4634,True,True,True,35.0,False
False,,False,5,27.0,7,3,6.0,69.2683,True,True,False,33.0,False
True,,True,4,7.0,9,4,2.0,58.0488,True,False,False,13.0,False
False,0.2,True,7,45.0,3,9,,76.5854,False,True,False,64.0,False
True,0.2,True,9,26.0,2,20,,79.5122,False,False,True,51.0,False
True,,False,4,9.0,8,5,3.0,56.5854,True,True,False,17.0,False
True,0.2,False,8,15.0,7,9,,69.2683,False,False,False,29.0,False
False,,True,3,27.0,6,4,3.0,62.9268,True,True,True,33.0,False
True,0.5,True,8,18.0,5,11,,66.3415,False,True,True,35.0,False
False,,False,6,29.0,5,6,9.0,65.8537,True,False,True,37.0,False
False,,False,5,50.0,7,4,5.0,63.9024,True,False,False,59.0,False
False,0.6,True,6,34.0,7,7,,71.2195,False,False,True,47.0,False
False,0.8,False,7,65.0,2,12,,84.3902,False,False,True,88.0,False
True,,False,10,23.0,2,17,7.0,68.2927,True,False,True,45.0,False
False,,False,4,29.0,7,4,4.0,66.8293,True,True,True,37.0,False
True,0.5,False,8,18.0,4,13,,69.2683,False,True,False,35.0,False
False,0.3,False,5,30.0,8,4,,71.2195,False,False,False,39.0,False
False,,True,3,26.0,8,3,7.0,62.439,True,False,True,31.0,False
True,,True,8,18.0,5,11,,65.3659,False,True,False,35.0,True
False,,False,3,26.0,5,4,7.0,68.2927,True,False,False,31.0,False
False,,False,3,26.0,8,3,7.0,62.9268,True,False,False,31.0,False
False,,False,3,26.0,5,3,4.0,68.2927,True,False,True,31.0,False
True,,True,8,11.0,5,7,8.0,60.0,True,False,False,21.0,False
True,,False,9,13.0,5,8,9.0,64.878,True,False,False,25.0,False
True,0.5,False,6,12.0,9,6,,70.2439,False,True,False,23.0,False
True,,True,10,17.0,3,11,9.0,64.3902,True,True,False,33.0,False
False,0.9,False,6,37.0,6,6,,72.1951,False,True,False,50.0,False
True,,True,5,10.0,7,5,5.0,62.9268,True,True,True,19.0,False
True,0.5,True,9,23.0,3,17,,74.6341,False,True,True,45.0,False
True,0.7,True,7,14.0,6,9,,65.8537,False,True,False,27.0,False
True,0.4,True,8,18.0,4,13,,69.7561,False,True,False,35.0,False
True,,False,7,9.0,8,4,9.0,65.3659,True,False,True,17.0,False
False,0.2,False,6,34.0,6,7,,70.7317,False,True,False,47.0,False
True,,True,11,15.0,4,10,4.0,66.8293,True,True,True,29.0,False
True,,False,5,10.0,7,5,5.0,62.9268,True,False,False,19.0,False
True,0.2,False,8,15.0,7,9,,69.2683,False,True,True,29.0,False
True,0.9,True,10,29.0,2,22,,78.5366,False,True,False,57.0,False
False,,False,6,33.0,5,6,5.0,64.878,True,True,False,45.0,False
True,,False,10,17.0,3,11,9.0,64.3902,True,False,False,33.0,False
False,,True,6,34.0,5,6,6.0,71.2195,True,False,True,42.0,False
False,0.7,False,5,31.0,9,5,,70.7317,False,False,True,41.0,False
False,0.2,False,6,34.0,7,7,,71.2195,False,True,True,47.0,False
False,,True,4,30.0,3,6,7.0,67.8049,True,True,True,39.0,False
False,0.1,True,6,34.0,6,7,,70.7317,False,False,False,47.0,False
True,,True,6,12.0,9,6,6.0,62.9268,True,False,False,23.0,False
False,,True,4,28.0,5,4,8.0,70.2439,True,True,False,35.0,False
False,0.6,True,7,98.0,1,18,,83.9024,False,True,True,128.0,False
False,0.1,True,6,34.0,7,7,,71.2195,False,False,True,47.0,False
True,,True,5,9.0,8,5,5.0,61.4634,True,True,True,17.0,False
False,0.5,True,6,40.0,4,8,,70.7317,False,False,True,56.0,False
False,0.1,True,7,45.0,3,9,,75.6098,False,True,False,64.0,False
False,0.7,True,6,37.0,6,6,,72.1951,False,True,False,50.0,False
True,,True,6,12.0,9,6,,69.2683,False,True,False,23.0,True
True,,True,4,9.0,8,5,3.0,56.5854,True,True,False,17.0,False
True,0.7,False,10,29.0,2,22,,78.5366,False,True,False,57.0,False
False,0.4,True,6,34.0,6,7,,71.2195,False,True,True,47.0,False
False,0.7,False,5,31.0,9,5,,70.7317,False,True,False,41.0,False
False,,True,8,38.0,1,6,9.0,71.7073,True,False,False,49.0,False
True,0.8,False,7,14.0,6,9,,65.8537,False,False,False,27.0,False
True,0.7,True,12,39.0,1,30,,82.439,False,True,False,77.0,False
True,0.1,True,9,20.0,3,15,,73.1707,False,False,False,39.0,False
True,,True,7,9.0,8,4,9.0,65.3659,True,True,False,17.0,False
False,,False,6,31.0,2,4,8.0,74.1463,True,False,True,41.0,False
True,0.7,False,12,39.0,1,30,,80.9756,False,True,True,77.0,False
False,0.2,True,5,30.0,8,4,,70.7317,False,True,False,39.0,False
True,0.9,True,6,12.0,9,6,,69.2683,False,True,False,23.0,False
True,0.2,False,7,11.0,8,5,,68.7805,False,True,True,21.0,False
True,,True,4,6.0,9,3,8.0,64.878,True,False,True,11.0,False
True,0.6,False,6,12.0,9,6,,69.2683,False,False,True,23.0,False
True,0.3,False,7,11.0,8,5,,69.7561,False,True,True,21.0,False
False,0.9,False,6,34.0,7,7,,71.2195,False,True,False,47.0,False
True,,False,12,28.0,1,22,4.0,76.0976,True,True,False,55.0,False
False,,False,3,27.0,8,3,4.0,61.4634,True,False,True,33.0,False
True,,True,12,39.0,1,30,,81.9512,False,True,False,77.0,True
True,0.3,True,10,28.0,2,21,,79.0244,False,False,False,55.0,False
True,0.5,True,8,19.0,4,14,,69.2683,False,False,True,37.0,False
True,0.8,True,8,18.0,4,13,,69.2683,False,True,False,35.0,False
True,,True,8,14.0,4,10,6.0,66.3415,True,False,True,27.0,False
False,0.2,False,6,37.0,5,8,,73.6585,False,False,False,53.0,False
False,,True,5,31.0,9,5,,70.7317,False,True,False,41.0,True
False,0.6,True,6,62.0,5,9,,72.1951,False,True,False,80.0,False
False,,True,7,43.0,3,8,6.0,70.2439,True,True,True,54.0,False
False,,True,3,25.0,4,3,7.0,66.8293,True,True,False,29.0,False
True,0.4,False,9,23.0,3,17,,74.6341,False,False,False,45.0,False
True,,False,5,8.0,7,4,3.0,57.561,True,False,True,15.0,False
False,0.3,False,6,40.0,4,8,,70.7317,False,True,True,56.0,False
True,0.9,False,6,12.0,9,6,,69.2683,False,True,False,23.0,False
False,0.5,False,6,37.0,5,8,,70.2439,False,False,False,53.0,False
True,,False,9,12.0,6,7,7.0,61.4634,True,True,False,23.0,False
False,,True,8,39.0,2,9,6.0,72.1951,True,True,True,52.0,False
False,0.8,True,7,65.0,2,12,,84.3902,False,False,True,88.0,False
False,0.9,True,6,37.0,6,6,,72.1951,False,True,False,50.0,False
True,0.5,True,8,19.0,4,14,,69.2683,False,True,True,37.0,False
False,,False,7,98.0,1,18,,83.9024,False,False,False,128.0,True
True,,False,8,14.0,3,8,3.0,63.9024,True,False,True,27.0,False
False,,False,4,26.0,9,3,6.0,62.439,True,True,False,31.0,False
True,,True,10,13.0,5,8,4.0,67.3171,True,True,False,25.0,False
True,0.8,True,9,23.0,3,17,,74.6341,False,True,False,45.0,False
False,,True,4,28.0,5,4,8.0,70.2439,True,False,True,35.0,False
False,0.7,True,6,62.0,5,9,,71.2195,False,True,True,80.0,False
False,0.8,True,6,38.0,6,7,,72.1951,False,True,True,52.0,False
True,,True,6,9.0,8,4,8.0,62.9268,True,True,True,17.0,False
True,,False,10,23.0,2,17,7.0,68.2927,True,False,False,45.0,False
False,0.3,False,6,34.0,7,7,,71.2195,False,False,False,47.0,False
False,0.1,False,5,30.0,8,4,,65.3659,False,False,True,39.0,False
True,,True,6,8.0,9,3,9.0,60.9756,True,True,True,15.0,False
False,,True,4,28.0,4,4,8.0,70.7317,True,True,True,35.0,False
False,0.4,False,6,40.0,4,8,,70.7317,False,False,False,56.0,False
False,0.4,True,7,49.0,2,10,,82.439,False,True,False,69.0,False
False,,True,3,27.0,8,3,8.0,66.3415,True,True,True,33.0,False
False,0.2,False,7,49.0,2,10,,81.9512,False,False,True,69.0,False
True,,False,12,28.0,1,22,4.0,76.0976,True,True,True,55.0,False
False,,True,4,29.0,7,4,4.0,66.3415,True,True,True,37.0,False
True,0.3,True,12,37.0,1,28,,80.4878,False,True,True,73.0,False
False,0.7,True,6,38.0,6,7,,72.1951,False,False,True,52.0,False
True,0.8,True,7,13.0,8,7,,69.7561,False,False,True,25.0,False
False,0.5,True,6,37.0,5,8,,70.2439,False,True,True,53.0,False
True,,True,7,11.0,5,6,3.0,60.0,True,False,True,21.0,False
False,,True,2,23.0,8,1,9.0,64.3902,True,True,False,25.0,False
False,0.9,False,6,38.0,6,7,,72.1951,False,True,True,52.0,False
False,,False,3,27.0,7,3,8.0,67.8049,True,False,False,33.0,False
True,0.7,True,12,39.0,1,30,,82.439,False,False,False,77.0,False
True,,False,7,8.0,6,4,9.0,65.8537,True,False,True,15.0,False
False,,False,4,8.0,8,4,3.0,56.5854,True,True,False,15.0,False
False,0.7,True,6,62.0,5,9,,71.2195,False,False,True,80.0,False
True,,True,4,6.0,9,3,8.0,64.878,True,True,False,11.0,False
True,0.8,False,10,29.0,2,22,,78.5366,False,False,True,57.0,False
False,0.1,True,7,78.0,1,13,,81.9512,False,False,False,102.0,False
True,,True,11,18.0,3,12,5.0,63.4146,True,True,False,35.0,False
False,0.3,False,6,34.0,6,7,,70.7317,False,False,False,47.0,False
False,0.5,False,5,31.0,8,5,,71.2195,False,False,True,41.0,False
True,0.2,True,7,11.0,8,5,,68.7805,False,False,False,21.0,False
True,0.9,True,8,18.0,5,11,,65.3659,False,True,True,35.0,False
False,,True,3,24.0,6,2,9.0,65.3659,True,True,False,27.0,False
True,0.6,False,7,13.0,8,7,,69.7561,False,False,True,25.0,False
False,0.4,False,6,34.0,7,7,,71.7073,False,True,True,47.0,False
False,0.7,False,6,34.0,7,7,,71.2195,False,False,False,47.0,False
False,0.5,True,5,31.0,9,5,,71.2195,False,True,True,41.0,False
False,,True,7,55.0,3,10,,76.5854,False,True,False,76.0,True
False,,True,3,27.0,8,3,4.0,61.4634,True,False,False,33.0,False
True,0.5,True,8,15.0,7,9,,69.2683,False,True,False,29.0,False
False,0.9,True,5,31.0,8,5,,72.1951,False,False,True,41.0,False
False,,True,6,35.0,4,8,3.0,66.3415,True,True,True,45.0,False
False,0.7,False,6,62.0,5,9,,71.2195,False,True,True,80.0,False
False,0.5,True,5,31.0,8,5,,71.2195,False,False,True,41.0,False
True,,True,6,12.0,9,6,6.0,62.9268,True,True,True,23.0,False
True,0.5,False,7,12.0,8,6,,69.7561,False,True,False,23.0,False
False,,False,9,66.0,1,10,6.0,76.0976,True,True,True,80.0,False
False,,True,3,25.0,4,3,9.0,64.3902,True,True,True,29.0,False
False,,False,6,58.0,4,6,2.0,66.3415,True,True,False,70.0,False
False,,False,6,50.0,3,5,9.0,68.7805,True,False,False,59.0,False
True,0.2,True,8,15.0,7,9,,69.2683,False,False,True,29.0,False
True,,True,5,6.0,6,2,4.0,61.9512,True,False,True,11.0,False
False,,True,3,27.0,8,3,8.0,66.3415,True,False,True,33.0,False
False,,False,4,28.0,4,4,8.0,71.2195,True,False,False,35.0,False
True,0.1,False,8,15.0,7,9,,69.2683,False,True,True,29.0,False
False,0.3,True,5,30.0,9,4,,72.1951,False,True,False,39.0,False
True,0.4,False,10,28.0,2,21,,79.0244,False,True,False,55.0,False
True,0.3,False,10,28.0,2,21,,79.0244,False,False,False,55.0,False
True,0.1,True,8,18.0,5,11,,67.3171,False,False,True,35.0,False
True,,True,9,18.0,1,12,5.0,70.2439,True,False,True,35.0,False
True,,False,7,8.0,6,4,9.0,65.8537,True,True,False,15.0,False
False,,False,4,30.0,3,6,3.0,65.8537,True,True,False,38.0,False
False,0.8,False,6,34.0,7,7,,71.2195,False,False,False,47.0,False
False,,True,6,44.0,1,9,2.0,70.7317,True,True,True,60.0,False
True,,False,8,11.0,1,7,8.0,69.2683,True,True,True,21.0,False
False,0.2,True,6,37.0,5,8,,72.1951,False,False,True,53.0,False
True,0.6,True,12,39.0,1,30,,82.439,False,True,False,77.0,False
True,,True,7,9.0,8,4,9.0,65.3659,True,False,True,17.0,False
False,,False,3,26.0,3,3,4.0,69.2683,True,True,False,31.0,False
False,,False,6,34.0,2,9,7.0,70.2439,True,False,False,47.0,False
True,,False,11,15.0,4,10,4.0,66.8293,True,False,False,29.0,False
True,0.9,True,6,12.0,9,6,,69.2683,False,False,False,23.0,False
False,,False,3,26.0,7,4,7.0,64.3902,True,True,True,31.0,False
False,,True,3,28.0,2,5,4.0,70.7317,True,True,False,35.0,False
True,,True,8,11.0,2,7,8.0,69.7561,True,False,True,21.0,False
True,,False,16,30.0,1,24,6.0,70.7317,True,False,False,59.0,False
True,,False,12,24.0,2,18,4.0,74.1463,True,False,False,47.0,False
True,0.7,False,8,18.0,4,13,,69.2683,False,True,False,35.0,False
False,,False,3,28.0,1,5,4.0,76.0976,True,True,True,35.0,False
True,0.4,False,10,28.0,2,21,,79.0244,False,True,True,55.0,False
True,0.8,False,7,13.0,8,7,,69.7561,False,False,True,25.0,False
True,0.3,True,6,11.0,9,5,,71.7073,False,False,False,21.0,False
False,,False,8,39.0,2,9,6.0,72.6829,True,False,True,52.0,False
True,0.4,False,6,12.0,9,6,,71.2195,False,True,False,23.0,False
True,0.3,False,9,23.0,3,17,,74.6341,False,True,False,45.0,False
True,0.5,False,10,28.0,2,21,,79.0244,False,True,True,55.0,False
False,0.5,True,5,31.0,8,5,,70.7317,False,False,False,41.0,False
False,0.8,True,7,98.0,1,18,,83.9024,False,False,True,128.0,False
False,,False,3,25.0,4,3,9.0,64.3902,True,True,False,29.0,False
True,,False,8,17.0,2,14,2.0,65.8537,True,False,False,33.0,False
False,,False,6,35.0,4,8,3.0,66.3415,True,True,True,45.0,False
False,0.5,True,7,45.0,3,9,,76.0976,False,False,False,64.0,False
True,0.5,True,9,23.0,3,17,,74.6341,False,False,False,45.0,False
True,,False,7,10.0,6,5,8.0,61.9512,True,True,True,19.0,False
False,,True,6,37.0,3,6,2.0,67.8049,True,True,True,48.0,False
True,0.1,True,9,23.0,2,17,,78.0488,False,True,False,45.0,False
False,,True,6,38.0,6,7,,72.1951,False,True,False,52.0,True
False,0.3,False,6,40.0,4,8,,70.7317,False,False,False,56.0,False
True,,False,4,8.0,9,4,5.0,60.4878,True,False,True,15.0,False
False,0.3,False,5,30.0,9,4,,72.1951,False,False,False,39.0,False
False,,False,3,27.0,8,3,4.0,61.4634,True,False,False,33.0,False
True,0.3,False,8,15.0,7,9,,69.2683,False,True,True,29.0,False
False,0.5,False,7,45.0,3,9,,76.0976,False,True,False,64.0,False
False,,False,3,31.0,7,3,3.0,56.5854,True,True,True,36.0,False
False,,True,6,31.0,3,4,8.0,71.2195,True,True,False,41.0,False
False,0.7,True,7,98.0,1,18,,84.3902,False,True,False,128.0,False
False,,True,3,24.0,6,2,9.0,65.3659,True,True,True,27.0,False
True,,False,10,13.0,5,8,4.0,67.3171,True,True,True,25.0,False
False,,False,6,29.0,5,6,9.0,65.8537,True,True,True,37.0,False
False,0.1,False,6,39.0,4,8,,71.7073,False,True,False,54.0,False
False,0.9,False,6,34.0,7,7,,71.2195,False,False,True,47.0,False
True,,False,10,16.0,4,11,5.0,60.4878,True,True,False,31.0,False
True,,True,8,11.0,5,7,8.0,60.0,True,False,True,21.0,False
True,,False,4,9.0,9,5,3.0,55.6098,True,True,False,17.0,False
False,0.4,False,5,31.0,8,5,,71.2195,False,True,True,41.0,False
False,0.9,False,7,98.0,1,18,,83.9024,False,True,True,128.0,False
False,,False,6,37.0,3,6,2.0,68.2927,True,True,True,48.0,False
True,0.3,False,6,11.0,9,5,,71.7073,False,True,False,21.0,False
True,0.4,True,8,18.0,5,11,,66.3415,False,False,False,35.0,False
False,0.5,True,7,79.0,1,14,,82.439,False,True,True,104.0,False
True,,True,4,8.0,7,5,2.0,58.5366,True,True,True,15.0,False
True,0.2,False,8,18.0,5,11,,67.8049,False,True,True,35.0,False
False,,False,3,24.0,6,2,9.0,65.8537,True,True,False,27.0,False
False,,False,3,26.0,4,3,4.0,68.2927,True,True,False,31.0,False
False,,False,6,34.0,5,6,6.0,71.7073,True,False,True,42.0,False
False,,True,4,28.0,5,4,8.0,70.2439,True,True,True,35.0,False
True,0.4,False,9,23.0,3,17,,74.1463,False,True,True,45.0,False
False,0.9,True,6,37.0,6,6,,72.1951,False,False,False,50.0,False
True,,True,8,14.0,3,8,3.0,63.9024,True,False,True,27.0,False
False,,True,4,29.0,7,4,4.0,66.3415,True,True,False,37.0,False
False,0.3,False,7,49.0,2,10,,81.9512,False,True,True,69.0,False
False,0.7,False,7,71.0,4,10,,71.7073,False,True,True,90.0,False
False,0.8,False,7,98.0,1,18,,84.3902,False,False,False,128.0,False
True,0.8,False,8,15.0,7,9,,67.3171,False,False,False,29.0,False
False,0.8,False,7,55.0,3,10,,77.0732,False,False,False,76.0,False
True,,False,8,11.0,5,7,8.0,60.0,True,True,True,21.0,False
True,,True,7,11.0,5,6,3.0,60.0,True,True,True,21.0,False
False,,True,7,65.0,2,12,,84.3902,False,True,False,88.0,True
False,0.3,False,6,34.0,6,7,,70.7317,False,True,False,47.0,False
True,,False,7,10.0,6,5,8.0,61.9512,True,False,True,19.0,False
False,,True,2,23.0,9,1,9.0,61.9512,True,True,False,25.0,False
False,0.8,True,7,98.0,1,18,,83.9024,False,True,True,128.0,False
False,0.6,True,7,65.0,2,12,,84.878,False,False,False,88.0,False
True,0.6,True,6,12.0,9,6,,69.2683,False,False,True,23.0,False
True,0.2,False,7,14.0,6,9,,66.8293,False,False,True,27.0,False
True,,False,8,11.0,1,7,8.0,69.2683,True,False,True,21.0,False
False,0.9,True,7,55.0,3,10,,77.0732,False,False,False,76.0,False
True,0.4,False,8,15.0,7,9,,69.7561,False,False,True,29.0,False
True,,False,5,10.0,7,5,5.0,62.9268,True,True,False,19.0,False
True,0.3,False,8,19.0,4,14,,69.7561,False,True,True,37.0,False
False,,True,3,26.0,9,3,7.0,60.9756,True,True,False,31.0,False
True,,True,15,31.0,1,23,7.0,71.2195,True,True,True,61.0,False
False,,True,3,26.0,8,3,7.0,62.439,True,False,False,31.0,False
False,,False,6,31.0,2,4,8.0,74.1463,True,False,False,41.0,False
False,0.2,False,6,34.0,7,7,,71.2195,False,False,False,47.0,False
True,0.5,True,8,15.0,7,9,,69.7561,False,False,True,29.0,False
False,,False,4,28.0,4,4,8.0,71.2195,True,True,False,35.0,False
True,0.8,True,12,39.0,1,30,,82.439,False,True,False,77.0,False
True,,False,6,11.0,3,6,2.0,59.0244,True,False,False,21.0,False
False,0.7,False,7,65.0,2,12,,84.3902,False,True,True,88.0,False
True,,True,13,23.0,1,16,9.0,66.3415,True,False,False,45.0,False
True,0.3,True,9,23.0,3,17,,75.122,False,True,False,45.0,False
False,0.2,True,6,37.0,5,8,,72.1951,False,True,True,53.0,False
True,0.2,False,11,35.0,1,26,,80.9756,False,True,False,69.0,False
True,,True,7,8.0,6,4,9.0,65.8537,True,False,False,15.0,False
True,0.5,True,8,15.0,7,9,,69.2683,False,False,False,29.0,False
False,,False,3,26.0,6,4,7.0,66.8293,True,True,False,31.0,False
False,0.3,False,5,30.0,9,4,,72.1951,False,True,True,39.0,False
False,,False,3,28.0,2,5,4.0,71.2195,True,True,True,35.0,False
True,,True,6,10.0,5,6,2.0,59.5122,True,True,True,19.0,False
False,,True,2,23.0,9,1,9.0,61.9512,True,True,True,25.0,False
True,,True,9,11.0,4,8,7.0,64.3902,True,False,False,21.0,False
True,0.4,True,8,18.0,5,11,,66.3415,False,False,True,35.0,False
False,0.3,True,6,40.0,4,8,,70.7317,False,True,False,56.0,False
False,,False,3,27.0,7,3,8.0,67.8049,True,False,True,33.0,False
False,0.7,True,7,98.0,1,18,,84.3902,False,False,False,128.0,False
False,0.3,False,5,30.0,8,4,,71.2195,False,True,False,39.0,False
True,,False,9,12.0,6,7,7.0,61.4634,True,False,True,23.0,False
True,0.1,False,7,14.0,6,9,,66.8293,False,False,True,27.0,False
True,,True,6,8.0,9,3,9.0,60.9756,True,True,False,15.0,False
True,,True,12,24.0,2,18,6.0,69.2683,True,False,True,47.0,False
False,0.8,True,6,38.0,6,7,,72.1951,False,False,True,52.0,False
False,,True,3,7.0,9,3,2.0,60.0,True,False,False,13.0,False
True,0.2,False,8,15.0,7,9,,69.2683,False,False,True,29.0,False
False,,True,3,27.0,9,3,8.0,66.8293,True,False,True,33.0,False
True,0.4,False,7,14.0,6,9,,65.8537,False,False,False,27.0,False
False,0.8,True,7,55.0,3,10,,76.5854,False,True,True,76.0,False
False,,False,6,62.0,5,9,,71.2195,False,False,False,80.0,True
False,,True,7,51.0,2,5,9.0,69.2683,True,False,True,61.0,False
True,,True,7,12.0,5,7,6.0,65.8537,True,True,True,23.0,False
True,0.9,True,8,15.0,7,9,,67.3171,False,True,True,29.0,False
False,0.3,False,7,45.0,3,9,,76.0976,False,True,False,64.0,False
True,0.6,True,8,15.0,7,9,,67.3171,False,False,True,29.0,False
True,0.7,False,8,15.0,7,9,,67.3171,False,False,False,29.0,False
False,0.2,True,5,30.0,9,4,,71.2195,False,True,False,39.0,False
False,,False,7,98.0,1,18,,83.9024,False,True,False,128.0,True
True,0.4,True,7,14.0,6,9,,65.8537,False,True,False,27.0,False
False,,True,3,27.0,9,3,8.0,66.8293,True,True,False,33.0,False
False,,True,6,44.0,1,9,2.0,70.7317,True,False,True,60.0,False
True,,True,6,9.0,6,4,5.0,61.9512,True,False,True,17.0,False
False,0.1,False,7,49.0,2,10,,81.9512,False,True,False,69.0,False
False,,False,6,29.0,5,6,9.0,65.8537,True,True,False,37.0,False
False,0.1,True,6,39.0,4,8,,71.2195,False,False,True,54.0,False
True,,True,8,19.0,4,14,,69.2683,False,False,False,37.0,True
False,,False,4,9.0,5,4,2.0,64.878,True,True,False,17.0,False
True,0.1,True,7,14.0,6,9,,65.3659,False,True,False,27.0,False
True,0.6,True,9,23.0,3,17,,74.6341,False,True,True,45.0,False
True,0.9,False,12,39.0,1,30,,81.4634,False,True,False,77.0,False
True,,True,9,12.0,6,7,7.0,61.9512,True,False,False,23.0,False
False,,False,6,35.0,4,8,3.0,66.3415,True,False,True,45.0,False
False,,True,4,8.0,8,4,3.0,56.5854,True,True,True,15.0,False
False,0.1,True,7,49.0,2,10,,81.9512,False,False,False,69.0,False
True,0.2,False,9,26.0,2,20,,79.5122,False,False,False,51.0,False
False,0.6,True,7,71.0,4,10,,71.7073,False,True,True,90.0,False
False,0.7,True,7,98.0,1,18,,83.9024,False,False,True,128.0,False
False,0.1,True,6,37.0,5,8,,72.1951,False,False,False,53.0,False
True,0.7,True,6,12.0,9,6,,69.2683,False,False,True,23.0,False
False,,False,4,29.0,6,4,4.0,65.8537,True,True,False,37.0,False
False,,True,5,50.0,7,4,5.0,63.9024,True,True,True,59.0,False
True,,True,5,8.0,7,4,3.0,57.561,True,False,True,15.0,False
True,,True,7,8.0,7,4,9.0,63.4146,True,False,True,15.0,False
True,,False,4,6.0,9,3,8.0,64.878,True,False,True,11.0,False
